source_file,part_id,dimension_id,nominal_value,unit,measured_feature,tolerance_type,plus,minus,lower_limit,upper_limit,confidence_score,source_page,requires_human_review
Data\AS3580-Bolt.pdf,AS3580-4-68,AS3580-4-68-N,3.369,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-68,AS3580-4-68-MASS,5.71,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-70,AS3580-4-70-L,4.375,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-70,AS3580-4-70-M,3.625,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-70,AS3580-4-70-N,3.494,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-70,AS3580-4-70-MASS,5.87,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-72,AS3580-4-72-L,4.5,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-72,AS3580-4-72-M,3.75,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-72,AS3580-4-72-N,3.619,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-72,AS3580-4-72-MASS,6.01,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-74,AS3580-4-74-L,4.625,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-74,AS3580-4-74-M,3.875,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-74,AS3580-4-74-N,3.744,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-74,AS3580-4-74-MASS,6.17,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-76,AS3580-4-76-L,4.75,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-76,AS3580-4-76-M,4.0,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-76,AS3580-4-76-N,3.869,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-76,AS3580-4-76-MASS,6.32,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-78,AS3580-4-78-L,4.875,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-78,AS3580-4-78-M,4.125,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-78,AS3580-4-78-N,3.994,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-78,AS3580-4-78-MASS,6.47,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-80,AS3580-4-80-L,5.0,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-80,AS3580-4-80-M,4.25,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-80,AS3580-4-80-N,4.119,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-80,AS3580-4-80-MASS,6.61,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-82,AS3580-4-82-L,5.125,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-82,AS3580-4-82-M,4.375,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-82,AS3580-4-82-N,4.244,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-82,AS3580-4-82-MASS,6.77,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-84,AS3580-4-84-L,5.25,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-84,AS3580-4-84-M,4.5,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-84,AS3580-4-84-N,4.369,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-84,AS3580-4-84-MASS,6.91,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-86,AS3580-4-86-L,5.375,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-86,AS3580-4-86-M,4.625,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-86,AS3580-4-86-N,4.494,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-86,AS3580-4-86-MASS,7.07,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-88,AS3580-4-88-L,5.5,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-88,AS3580-4-88-M,4.75,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-88,AS3580-4-88-N,4.619,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-88,AS3580-4-88-MASS,7.21,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-90,AS3580-4-90-L,5.625,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-90,AS3580-4-90-M,4.875,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-90,AS3580-4-90-N,4.744,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-90,AS3580-4-90-MASS,7.37,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-92,AS3580-4-92-L,5.75,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-92,AS3580-4-92-M,5.0,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-92,AS3580-4-92-N,4.869,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-92,AS3580-4-92-MASS,7.52,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-94,AS3580-4-94-L,5.875,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-94,AS3580-4-94-M,5.125,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-94,AS3580-4-94-N,4.994,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-94,AS3580-4-94-MASS,7.67,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-4-96,AS3580-4-96-L,6.0,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-4-96,AS3580-4-96-M,5.25,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-96,AS3580-4-96-N,5.119,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-4-96,AS3580-4-96-MASS,7.82,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-08,AS3580-5-08-L,0.5,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-08,AS3580-5-08-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-08,AS3580-5-08-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-08,AS3580-5-08-MASS,1.91,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-09,AS3580-5-09-L,0.562,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-09,AS3580-5-09-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-09,AS3580-5-09-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-09,AS3580-5-09-MASS,2.03,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-10,AS3580-5-10-L,0.625,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-10,AS3580-5-10-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-10,AS3580-5-10-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-10,AS3580-5-10-MASS,2.15,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-11,AS3580-5-11-L,0.688,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-11,AS3580-5-11-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-11,AS3580-5-11-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-11,AS3580-5-11-MASS,2.26,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-12,AS3580-5-12-L,0.75,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-12,AS3580-5-12-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-12,AS3580-5-12-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-12,AS3580-5-12-MASS,2.39,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-13,AS3580-5-13-L,0.812,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-13,AS3580-5-13-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-13,AS3580-5-13-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-13,AS3580-5-13-MASS,2.5,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-14,AS3580-5-14-L,0.875,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-14,AS3580-5-14-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-14,AS3580-5-14-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-14,AS3580-5-14-MASS,2.63,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-15,AS3580-5-15-L,0.938,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-15,AS3580-5-15-M,0.108,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-15,AS3580-5-15-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-15,AS3580-5-15-MASS,2.74,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-16,AS3580-5-16-L,1.0,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-16,AS3580-5-16-M,0.125,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-16,AS3580-5-16-N,0.025,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-16,AS3580-5-16-MASS,2.87,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-5-17,AS3580-5-17-L,1.062,in,length L,bilateral,0.01,0.01,,,0.9929999999999999,4,False
Data\AS3580-Bolt.pdf,AS3580-5-17,AS3580-5-17-M,0.188,in,dimension M,limit,0.0,,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-17,AS3580-5-17-N,0.044,in,dimension N,limit,,0.0,,,0.414,4,True
Data\AS3580-Bolt.pdf,AS3580-5-17,AS3580-5-17-MASS,2.98,LB/100,approximate mass,missing,,,,,0.79985,4,False
Data\AS3580-Bolt.pdf,AS3580-7-70,AS3580-7-70_L,4.375,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-70,AS3580-7-70_M,3.25,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-70,AS3580-7-70_N,3.09,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-72,AS3580-7-72_L,4.5,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-72,AS3580-7-72_M,3.375,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-72,AS3580-7-72_N,3.215,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-74,AS3580-7-74_L,4.625,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-74,AS3580-7-74_M,3.5,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-74,AS3580-7-74_N,3.34,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-76,AS3580-7-76_L,4.75,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-76,AS3580-7-76_M,3.625,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-76,AS3580-7-76_N,3.465,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-78,AS3580-7-78_L,4.875,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-78,AS3580-7-78_M,3.75,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-78,AS3580-7-78_N,3.59,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-80,AS3580-7-80_L,5.0,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-80,AS3580-7-80_M,3.875,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-80,AS3580-7-80_N,3.715,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-82,AS3580-7-82_L,5.125,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-82,AS3580-7-82_M,4.0,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-82,AS3580-7-82_N,3.84,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-84,AS3580-7-84_L,5.25,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-84,AS3580-7-84_M,4.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-84,AS3580-7-84_N,3.965,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-86,AS3580-7-86_L,5.375,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-86,AS3580-7-86_M,4.25,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-86,AS3580-7-86_N,4.09,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-88,AS3580-7-88_L,5.5,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-88,AS3580-7-88_M,4.375,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-88,AS3580-7-88_N,4.215,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-90,AS3580-7-90_L,5.625,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-90,AS3580-7-90_M,4.5,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-90,AS3580-7-90_N,4.34,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-92,AS3580-7-92_L,5.75,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-92,AS3580-7-92_M,4.625,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-92,AS3580-7-92_N,4.465,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-94,AS3580-7-94_L,5.875,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-94,AS3580-7-94_M,4.75,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-94,AS3580-7-94_N,4.59,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-96,AS3580-7-96_L,6.0,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-7-96,AS3580-7-96_M,4.875,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-7-96,AS3580-7-96_N,4.715,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-12,AS3580-8-12_L,0.75,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-12,AS3580-8-12_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-12,AS3580-8-12_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-13,AS3580-8-13_L,0.812,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-13,AS3580-8-13_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-13,AS3580-8-13_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-14,AS3580-8-14_L,0.875,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-14,AS3580-8-14_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-14,AS3580-8-14_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-15,AS3580-8-15_L,0.938,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-15,AS3580-8-15_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-15,AS3580-8-15_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-16,AS3580-8-16_L,1.0,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-16,AS3580-8-16_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-16,AS3580-8-16_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-17,AS3580-8-17_L,1.062,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-17,AS3580-8-17_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-17,AS3580-8-17_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-18,AS3580-8-18_L,1.125,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-18,AS3580-8-18_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-18,AS3580-8-18_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-19,AS3580-8-19_L,1.188,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-19,AS3580-8-19_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-19,AS3580-8-19_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-20,AS3580-8-20_L,1.25,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-20,AS3580-8-20_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-20,AS3580-8-20_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-21,AS3580-8-21_L,1.312,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-21,AS3580-8-21_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-21,AS3580-8-21_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-22,AS3580-8-22_L,1.375,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-22,AS3580-8-22_M,0.125,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-22,AS3580-8-22_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-23,AS3580-8-23_L,1.438,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-23,AS3580-8-23_M,0.188,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-23,AS3580-8-23_N,0.03,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-24,AS3580-8-24_L,1.5,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-24,AS3580-8-24_M,0.25,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-24,AS3580-8-24_N,0.09,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-25,AS3580-8-25_L,1.562,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-25,AS3580-8-25_M,0.312,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-25,AS3580-8-25_N,0.152,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-26,AS3580-8-26_L,1.625,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-26,AS3580-8-26_M,0.375,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-26,AS3580-8-26_N,0.215,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-27,AS3580-8-27_L,1.688,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-27,AS3580-8-27_M,0.438,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-27,AS3580-8-27_N,0.278,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-28,AS3580-8-28_L,1.75,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-28,AS3580-8-28_M,0.5,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-28,AS3580-8-28_N,0.34,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-29,AS3580-8-29_L,1.812,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-29,AS3580-8-29_M,0.562,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-29,AS3580-8-29_N,0.402,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-30,AS3580-8-30_L,1.875,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-30,AS3580-8-30_M,0.625,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-30,AS3580-8-30_N,0.465,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-31,AS3580-8-31_L,1.938,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
Data\AS3580-Bolt.pdf,AS3580-8-31,AS3580-8-31_M,0.688,in,Dimension M (Max),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-31,AS3580-8-31_N,0.528,in,Dimension N (Min),limit,,,,,0.4105,8,True
Data\AS3580-Bolt.pdf,AS3580-8-32,AS3580-8-32_L,2.0,in,Dimension L,bilateral,0.01,0.01,,,0.986,8,False
